MN10AA0706,1900,3780,29,83,0,33,0.16836966799332348,30,260,35,265
MN10AA0905,1900,3780,83,138,0,33,0.16836966799332348,30,260,35,265
MN10AA1004,1900,3780,138,192,0,33,0.16836966799332348,30,260,35,265
MN19061305,1900,3780,29,83,33,60,0.16836966799332348,30,260,35,265
MN19061304,1900,3780,83,138,33,60,0.16836966799332348,30,260,35,265
MN19062003,1900,3780,138,192,33,60,0.16836966799332348,30,260,35,265
MN12AA6013,1900,3780,192,228,33,60,0.16836966799332348,30,260,35,265
MN19061206,1900,3780,29,83,60,86,0.16836966799332348,30,260,35,265
MN12AA0302,1900,3780,83,138,60,86,0.16836966799332348,30,260,35,265
MN12AA0507,1900,3780,138,192,60,86,0.16836966799332348,30,260,35,265
MN12AA6116,1900,3780,192,228,60,86,0.16836966799332348,30,260,35,265
MN12AA0207,1900,3780,29,83,86,113,0.16836966799332348,30,260,35,265
MN12AA6008,1900,3780,83,138,86,113,0.16836966799332348,30,260,35,265
MN12AA6009,1900,3780,138,192,86,113,0.16836966799332348,30,260,35,265
MN12AA6514,1900,3780,192,228,86,113,0.16836966799332348,30,260,35,265
MN12AA1108,1900,3780,29,83,113,140,0.16836966799332348,30,260,35,265
MN12AA1110,1900,3780,83,138,113,140,0.16836966799332348,30,260,35,265
MN12AA1109,1900,3780,138,192,113,140,0.16836966799332348,30,260,35,265
MN12AA6615,1900,3780,192,228,113,140,0.16836966799332348,30,260,35,265
MN12AA5604,1900,3780,29,83,140,167,0.16836966799332348,30,260,35,265
MN12AA6110,1900,3780,83,138,140,167,0.16836966799332348,30,260,35,265
MN12AA6407,1900,3780,138,192,140,167,0.16836966799332348,30,260,35,265
MN12AA6409,1900,3780,29,83,167,194,0.16836966799332348,30,260,35,265
MN12AA6608,1900,3780,83,138,167,194,0.16836966799332348,30,260,35,265
MN12AA6509,1900,3780,138,192,167,194,0.16836966799332348,30,260,35,265
MN12AA6606,1900,3780,29,83,194,228,0.16836966799332348,30,260,35,265
MN12AA6610,1900,3780,83,138,194,228,0.16836966799332348,30,260,35,265
MN13AA0313,1900,3780,138,192,194,228,0.16836966799332348,30,260,35,265
MN13AA0211,320,1900,33,87,0,29,-0.256822994815456,30,260,35,265
MN13AA0111,320,1900,87,142,0,29,-0.256822994815456,30,260,35,265
